aatri,ஆற்றி
aatrtri,ஆற்றி
aattree,ஆற்றி
aattri,ஆற்றி
aatrtrinaar,ஆற்றினார்
aattrinaar,ஆற்றினார்
aatrtrin,ஆற்றின்
aattrin,ஆற்றின்
aatrtril,ஆற்றில்
aattril,ஆற்றில்
aatrtruppaduththum,ஆற்றுப்படுத்தும்
aattruppaduththum,ஆற்றுப்படுத்தும்
aattruppadutthum,ஆற்றுப்படுத்தும்
aatrtrum,ஆற்றும்
aattrum,ஆற்றும்
aalaya,ஆலய
aalayangalil,ஆலயங்களில்
aalayanggalil,ஆலயங்களில்
aalayangkalil,ஆலயங்களில்
aalayankalil,ஆலயங்களில்
aalayangal,ஆலயங்கள்
aalayanggal,ஆலயங்கள்
aalayangkal,ஆலயங்கள்
aalayankal,ஆலயங்கள்
aalayach,ஆலயச்
aalayaththin,ஆலயத்தின்
aalayatthin,ஆலயத்தின்
aalayaththil,ஆலயத்தில்
aalayaththai,ஆலயத்தை
aalayamaaga,ஆலயமாக
aalayamaaka,ஆலயமாக
aalayam,ஆலயம்
aaloachanai,ஆலோசனை
aaloasanai,ஆலோசனை
aalosanai,ஆலோசனை
aaloachanaikalai,ஆலோசனைகளை
aaloasanaigalai,ஆலோசனைகளை
aaloasanaikalai,ஆலோசனைகளை
aalosanaigalai,ஆலோசனைகளை
aalosanaikalai,ஆலோசனைகளை
aaloachanaik,ஆலோசனைக்
aaloasanaik,ஆலோசனைக்
aalosanaik,ஆலோசனைக்
aaloasanaiyin,ஆலோசனையின்
aalosanaiyin,ஆலோசனையின்
aalosanaiyinpadi,ஆலோசனையின்
aaloasanaiyai,ஆலோசனையை
aalosanaiyai,ஆலோசனையை
aashis,ஆஷிஷ்
aashish,ஆஷிஷ்
aasis,ஆஷிஷ்
asees,ஆஷிஷ்
asheesh,ஆஷிஷ்
ashish,ஆஷிஷ்
asiis,ஆஷிஷ்
asis,ஆஷிஷ்
aash,ஆஷ்
ash,ஆஷ்
engkae,இங்கே
ingae,இங்கே
ingkae,இங்கே
engkaeyae,இங்கேயே
ingaeyae,இங்கேயே
ingkaeyae,இங்கேயே
ichaikkaruvikalin,இசைக்கருவிகளின்
isaikkaruvigalin,இசைக்கருவிகளின்
ichaikkaruvikal,இசைக்கருவிகள்
isaikkaruvigal,இசைக்கருவிகள்
isaiyamaippaalar,இசையமைப்பாளர்
isaiymaippaalar,இசையமைப்பாளர்
isaiyamaippaalargalin,இசையமைப்பாளர்களின்
isaiyamaippaalargalil,இசையமைப்பாளர்களில்
isaiyamaippaalargal,இசையமைப்பாளர்கள்
echchaalai,இச்சாலை
ichchaalai,இச்சாலை
echchaalaiyil,இச்சாலையில்
ichchaalaiyil,இச்சாலையில்
idaththilulla,இடத்திலுள்ள
idamaagavum,இடமாகவும்
idamthaan,இடம்தான்
idampeyarum,இடம்பெயரும்
idugai,இடுகை
idugaigal,இடுகைகள்
idaik,இடைக்
idaiyae,இடையே
idaiyaeyum,இடையேயும்
inaiyaana,இணையான
idhanathu,இதனது
ithanathu,இதனது
idhanil,இதனில்
ithanil,இதனில்
idhanpoathu,இதன்போது
ithanpoathu,இதன்போது
idazhaalar,இதழாளர்
idhazhaalar,இதழாளர்
ithalaalar,இதழாளர்
ithazhaalar,இதழாளர்
iththiraippadaththil,இத்திரைப்படத்தில்
iththiraippadam,இத்திரைப்படம்
iththirappadam,இத்திரைப்படம்
iththeevin,இத்தீவின்
iththaervil,இத்தேர்வில்
iththervil,இத்தேர்வில்
iththoguppil,இத்தொகுப்பில்
iththokuppil,இத்தொகுப்பில்
iththogaiyai,இத்தொகையை
iththokaiyai,இத்தொகையை
india,இந்தியா
indiia,இந்தியா
indiiaa,இந்தியா
indiya,இந்தியா
indiyaa,இந்தியா
inthiyaa,இந்தியா
inththiyaa,இந்தியா
intiya,இந்தியா
indiavin,இந்தியாவின்
inthiyaavin,இந்தியாவின்
inththiyaavin,இந்தியாவின்
indiavilum,இந்தியாவிலும்
inthiyaavilum,இந்தியாவிலும்
inththiyaavilum,இந்தியாவிலும்
indiavilulla,இந்தியாவிலுள்ள
inthiyaavilulla,இந்தியாவிலுள்ள
inththiyaavilulla,இந்தியாவிலுள்ள
indiavukkaana,இந்தியாவுக்கான
inthiyaavukkaana,இந்தியாவுக்கான
inththiyaavukkaana,இந்தியாவுக்கான
indiavukku,இந்தியாவுக்கு
inthiyaavukku,இந்தியாவுக்கு
inththiyaavukku,இந்தியாவுக்கு
indiavudan,இந்தியாவுடன்
inthiyaavudan,இந்தியாவுடன்
inththiyaavudan,இந்தியாவுடன்
indiavum,இந்தியாவும்
inthiyaavum,இந்தியாவும்
inththiyaavum,இந்தியாவும்
indhukkalaal,இந்துக்களால்
indhukkalin,இந்துக்களின்
indhukkalil,இந்துக்களில்
indhukkalin,இந்துக்களில்
indhukkalum,இந்துக்களும்
hindukkalaiyum,இந்துக்களையும்
indhukkalaiyum,இந்துக்களையும்
hindukkal,இந்துக்கள்
indhukkal,இந்துக்கள்
inthoa,இந்தோ
inththoa,இந்தோ
innaattin,இந்நாட்டின்
inthnaattin,இந்நாட்டின்
innigazhvu,இந்நிகழ்வு
inthnikalvu,இந்நிகழ்வு
inniruvanaththin,இந்நிறுவனத்தின்
inthniruvanaththin,இந்நிறுவனத்தின்
inniruvanaththil,இந்நிறுவனத்தில்
inthniruvanaththil,இந்நிறுவனத்தில்
inaththavargalin,இனத்தவர்களின்
inaththavarkalin,இனத்தவர்களின்
inaththavargal,இனத்தவர்கள்
inaththavarkal,இனத்தவர்கள்
inaam,இனாம்
inimai,இனிமை
inimaiyaaga,இனிமையாக
inimaiyaaka,இனிமையாக
inimaiyaana,இனிமையான
innalgalukku,இன்னல்களுக்கு
innelkalukku,இன்னல்களுக்கு
innalgalai,இன்னல்களை
innalkalai,இன்னல்களை
innelkalai,இன்னல்களை
indriyae,இன்றியே
inriya,இன்றியே
intriyae,இன்றியே
ippayir,இப்பயிர்
ippalliyin,இப்பள்ளியின்
ippoathellaam,இப்போதெல்லாம்
ippothellaam,இப்போதெல்லாம்
imayamalai,இமயமலை
imayamalaiyil,இமயமலையில்
imchai,இம்சை
imsai,இம்சை
eemfal,இம்பால்
eemphal,இம்பால்
emfal,இம்பால்
emphal,இம்பால்
iimphal,இம்பால்
imfal,இம்பால்
impal,இம்பால்
imphal,இம்பால்
immaraththin,இம்மரத்தின்
eiyakkum,இயக்கும்
iyakkum,இயக்கும்
eiyanra,இயன்ற
iyandra,இயன்ற
iyantra,இயன்ற
eiyanrathu,இயன்றது
iyandradhu,இயன்றது
iyantrathu,இயன்றது
eiyalpai,இயல்பை
iyalbai,இயல்பை
iyalbhai,இயல்பை
iyalpai,இயல்பை
eiyalpaik,இயல்பைக்
iyalbaik,இயல்பைக்
iyalpaik,இயல்பைக்
eraani,இராணி
iraani,இராணி
raani,இராணி
irukkakkoodiya,இருக்கக்கூடிய
irukkath,இருக்கத்
irukkavum,இருக்கவும்
irukkavae,இருக்கவே
irukkavea,இருக்கவே
irunooru,இருநூறு
irunoorukkum,இருநூறுக்கும்
irupaal,இருபால்
iruppu,இருப்பு
irrupputh,இருப்புத்
irupputh,இருப்புத்
irruppup,இருப்புப்
iruppup,இருப்புப்
iruppaik,இருப்பைக்
iruma,இரும
irumbu,இரும்பு
irumpu,இரும்பு
irumbuk,இரும்புக்
irumpuk,இரும்புக்
irumbuch,இரும்புச்
irumpuch,இரும்புச்
irul,இருள்
erangku,இறங்கு
irangku,இறங்கு
irangu,இறங்கு
erangkum,இறங்கும்
irangkum,இறங்கும்
irangum,இறங்கும்
erappai,இறப்பை
irappai,இறப்பை
iravaadha,இறவாத
iravaatha,இறவாத
iruga,இறுக
iruka,இறுக
irugiya,இறுகிய
irukiya,இறுகிய
irukkiya,இறுகிய
irugum,இறுகும்
irukum,இறுகும்
iraivan,இறைவன்
ilakkangal,இலக்கங்கள்
ilakkangkal,இலக்கங்கள்
ilakkana,இலக்கண
ilakkanangkalai,இலக்கணங்களை
ilakkanangkali,இலக்கணங்களை
ilakkanankalai,இலக்கணங்களை
ilakkanangkal,இலக்கணங்கள்
ilakkanankal,இலக்கணங்கள்
ilakkanach,இலக்கணச்
ilakkanaththil,இலக்கணத்தில்
ilakkanaththai,இலக்கணத்தை
ilakkanap,இலக்கணப்
ilakkanamum,இலக்கணமும்
ilakkanam,இலக்கணம்
ilakkai,இலக்கை
ilatcham,இலட்சம்
latcham,இலட்சம்
ilaa,இலா
ilaechaana,இலேசான
ilaesaana,இலேசான
laesaana,இலேசான
leasaana,இலேசான
pengaludan,இளம்
penkalutan,இளம்
ilampen,இளம்பெண்
ilampengalai,இளம்பெண்களை
ilampengaludan,இளம்பெண்களை
ilampenkalai,இளம்பெண்களை
ilampengal,இளம்பெண்கள்
ilampenkal,இளம்பெண்கள்
ilavayadhu,இளவயது
ilavayath,இளவயது
ilavayathu,இளவயது
izhaiya,இழைய
ivanaal,இவனால்
evatrtrukku,இவற்றுக்கு
ivatrtrukku,இவற்றுக்கு
ivattrukku,இவற்றுக்கு
evatrtrul,இவற்றுள்
ivatrtrul,இவற்றுள்
ivatrul,இவற்றுள்
evaikalin,இவைகளின்
ivaigalin,இவைகளின்
evaikalilirunthu,இவைகளிலிருந்து
ivaigalilirundhu,இவைகளிலிருந்து
